a1,a2,a3,a4,a5,a6,a7,class
because,they,were,traitors,PERIOD,_,_,NNS
they,were,traitors,PERIOD,_,_,_,PERIOD
_,_,_,DBQ,Was,she,on,DBQ
_,_,DBQ,Was,she,on,friendly,VBD
_,DBQ,Was,she,on,friendly,terms,PRP
DBQ,Was,she,on,friendly,terms,with,IN
Was,she,on,friendly,terms,with,other,JJ
she,on,friendly,terms,with,other,members,NNS
on,friendly,terms,with,other,members,of,IN
friendly,terms,with,other,members,of,her,JJ
terms,with,other,members,of,her,family,NNS
with,other,members,of,her,family,DQ,IN
other,members,of,her,family,DQ,?,PRPSTR
members,of,her,family,DQ,?,?,NN
of,her,family,DQ,?,?,_,DQ
her,family,DQ,?,?,_,_,PERIOD
family,DQ,?,?,_,_,_,PERIOD
_,_,_,It,was,the,first,PRP
_,_,It,was,the,first,management,VBD
_,It,was,the,first,management,change,DT
It,was,the,first,management,change,since,JJ
was,the,first,management,change,since,film-makers,NN
the,first,management,change,since,film-makers,Daniel,NN
first,management,change,since,film-makers,Daniel,Grodnik,IN
management,change,since,film-makers,Daniel,Grodnik,and,NNS
change,since,film-makers,Daniel,Grodnik,and,Tim,NNP
since,film-makers,Daniel,Grodnik,and,Tim,Matheson,NNP
film-makers,Daniel,Grodnik,and,Tim,Matheson,took,CC
Daniel,Grodnik,and,Tim,Matheson,took,control,NNP
Grodnik,and,Tim,Matheson,took,control,of,NNP
and,Tim,Matheson,took,control,of,National,VBD
Tim,Matheson,took,control,of,National,Lampoon,NN
Matheson,took,control,of,National,Lampoon,IncPERIOD,IN
took,control,of,National,Lampoon,IncPERIOD,in,NNP
control,of,National,Lampoon,IncPERIOD,in,March,NNP
of,National,Lampoon,IncPERIOD,in,March,PERIOD,NNP
National,Lampoon,IncPERIOD,in,March,PERIOD,_,IN
Lampoon,IncPERIOD,in,March,PERIOD,_,_,NNP
IncPERIOD,in,March,PERIOD,_,_,_,PERIOD
_,_,_,They,would,be,doing,PRP
_,_,They,would,be,doing,better,MD
_,They,would,be,doing,better,financially,VB
They,would,be,doing,better,financially,under,VBG
would,be,doing,better,financially,under,national,RB
be,doing,better,financially,under,national,service,RB
doing,better,financially,under,national,service,than,IN
better,financially,under,national,service,than,many,JJ
financially,under,national,service,than,many,taxpayers,NN
under,national,service,than,many,taxpayers,working,IN
national,service,than,many,taxpayers,working,at,JJ
service,than,many,taxpayers,working,at,the,NNS
than,many,taxpayers,working,at,the,same,VBG
many,taxpayers,working,at,the,same,kinds,IN
taxpayers,working,at,the,same,kinds,of,DT
working,at,the,same,kinds,of,jobs,JJ
at,the,same,kinds,of,jobs,and,NNS
the,same,kinds,of,jobs,and,perhaps,IN
same,kinds,of,jobs,and,perhaps,supporting,NNS
kinds,of,jobs,and,perhaps,supporting,families,CC
of,jobs,and,perhaps,supporting,families,PERIOD,RB
jobs,and,perhaps,supporting,families,PERIOD,_,VBG
and,perhaps,supporting,families,PERIOD,_,_,NNS
perhaps,supporting,families,PERIOD,_,_,_,PERIOD
_,_,_,You,never,are,late,PRP
_,_,You,never,are,late,for,RB
_,You,never,are,late,for,work,VBP
You,never,are,late,for,work,and,JJ
never,are,late,for,work,and,seldom,IN
are,late,for,work,and,seldom,absent,NN
late,for,work,and,seldom,absent,PERIOD,CC
for,work,and,seldom,absent,PERIOD,_,RB
work,and,seldom,absent,PERIOD,_,_,JJ
and,seldom,absent,PERIOD,_,_,_,PERIOD
_,_,_,Let,SQs,take,a,VB
_,_,Let,SQs,take,a,panoramic,PRP
_,Let,SQs,take,a,panoramic,look,VB
Let,SQs,take,a,panoramic,look,back,DT
SQs,take,a,panoramic,look,back,over,JJ
take,a,panoramic,look,back,over,the,NN
a,panoramic,look,back,over,the,course,RB
panoramic,look,back,over,the,course,we,IN
look,back,over,the,course,we,have,DT
back,over,the,course,we,have,come,NN
over,the,course,we,have,come,PERIOD,PRP
the,course,we,have,come,PERIOD,_,VBP
course,we,have,come,PERIOD,_,_,VBN
we,have,come,PERIOD,_,_,_,PERIOD
_,_,_,That,SQs,less,than,DT
_,_,That,SQs,less,than,one-third,VBZ
_,That,SQs,less,than,one-third,the,JJR
That,SQs,less,than,one-third,the,time,IN
SQs,less,than,one-third,the,time,that,NN
less,than,one-third,the,time,that,viewers,DT
than,one-third,the,time,that,viewers,watch,NN
one-third,the,time,that,viewers,watch,the,IN
the,time,that,viewers,watch,the,major,NNS
time,that,viewers,watch,the,major,broadcast,VBP
that,viewers,watch,the,major,broadcast,networks,DT
viewers,watch,the,major,broadcast,networks,PERIOD,JJ
watch,the,major,broadcast,networks,PERIOD,_,NN
the,major,broadcast,networks,PERIOD,_,_,NNS
major,broadcast,networks,PERIOD,_,_,_,PERIOD
_,_,_,Unable,to,persuade,the,JJ
_,_,Unable,to,persuade,the,manager,TO
_,Unable,to,persuade,the,manager,to,VB
Unable,to,persuade,the,manager,to,change,DT
to,persuade,the,manager,to,change,his,NN
persuade,the,manager,to,change,his,decision,TO
the,manager,to,change,his,decision,COMMA,VB
manager,to,change,his,decision,COMMA,he,PRPSTR
to,change,his,decision,COMMA,he,went,NN
change,his,decision,COMMA,he,went,to,COMMA
his,decision,COMMA,he,went,to,a,PRP
decision,COMMA,he,went,to,a,DBQ,VBD
COMMA,he,went,to,a,DBQ,company,TO
he,went,to,a,DBQ,company,court,DT
went,to,a,DBQ,company,court,DQ,DBQ
to,a,DBQ,company,court,DQ,for,NN
a,DBQ,company,court,DQ,for,a,NN
DBQ,company,court,DQ,for,a,hearing,DQ
company,court,DQ,for,a,hearing,PERIOD,IN
court,DQ,for,a,hearing,PERIOD,_,DT
DQ,for,a,hearing,PERIOD,_,_,NN
for,a,hearing,PERIOD,_,_,_,PERIOD
_,_,_,No,one,COMMA,not,NN
_,_,No,one,COMMA,not,even,NN
_,No,one,COMMA,not,even,the,COMMA
No,one,COMMA,not,even,the,producer,RB
one,COMMA,not,even,the,producer,COMMA,RB
COMMA,not,even,the,producer,COMMA,had,DT
not,even,the,producer,COMMA,had,any,NN
even,the,producer,COMMA,had,any,real,COMMA
the,producer,COMMA,had,any,real,hope,VBD
producer,COMMA,had,any,real,hope,of,DT
COMMA,had,any,real,hope,of,getting,JJ
had,any,real,hope,of,getting,it,NN
any,real,hope,of,getting,it,back,IN
real,hope,of,getting,it,back,to,VBG
hope,of,getting,it,back,to,Broadway,PRP
of,getting,it,back,to,Broadway,PERIOD,RB
getting,it,back,to,Broadway,PERIOD,_,TO
it,back,to,Broadway,PERIOD,_,_,NNP
back,to,Broadway,PERIOD,_,_,_,PERIOD
_,_,_,But,the,task,of,CC
_,_,But,the,task,of,improving,DT
_,But,the,task,of,improving,market,NN
But,the,task,of,improving,market,performance,IN
the,task,of,improving,market,performance,remains,VBG
task,of,improving,market,performance,remains,unfinished,NN
of,improving,market,performance,remains,unfinished,PERIOD,NN
improving,market,performance,remains,unfinished,PERIOD,_,VBZ
market,performance,remains,unfinished,PERIOD,_,_,JJ
performance,remains,unfinished,PERIOD,_,_,_,PERIOD
_,_,_,And,when,the,singing,CC
_,_,And,when,the,singing,began,WRB
_,And,when,the,singing,began,COMMA,DT
And,when,the,singing,began,COMMA,it,NN
when,the,singing,began,COMMA,it,was,VBD
the,singing,began,COMMA,it,was,the,COMMA
singing,began,COMMA,it,was,the,Gouldings,PRP
began,COMMA,it,was,the,Gouldings,who,VBD
COMMA,it,was,the,Gouldings,who,sang,DT
it,was,the,Gouldings,who,sang,the,NNPS
was,the,Gouldings,who,sang,the,old,WP
the,Gouldings,who,sang,the,old,Irish,VBD
Gouldings,who,sang,the,old,Irish,songs,DT
who,sang,the,old,Irish,songs,the,JJ
sang,the,old,Irish,songs,the,best,JJ
the,old,Irish,songs,the,best,PERIOD,NNS
old,Irish,songs,the,best,PERIOD,_,DT
Irish,songs,the,best,PERIOD,_,_,RBS
songs,the,best,PERIOD,_,_,_,PERIOD
_,_,_,By,no,means,are,IN
_,_,By,no,means,are,these,DT
_,By,no,means,are,these,isolated,NNS
By,no,means,are,these,isolated,cases,VBP
no,means,are,these,isolated,cases,PERIOD,DT
means,are,these,isolated,cases,PERIOD,_,VBN
are,these,isolated,cases,PERIOD,_,_,NNS
these,isolated,cases,PERIOD,_,_,_,PERIOD
_,_,_,One,floor,trader,noted,CD
_,_,One,floor,trader,noted,in,NN
_,One,floor,trader,noted,in,astonishment,NN
One,floor,trader,noted,in,astonishment,that,VBD
floor,trader,noted,in,astonishment,that,nobody,IN
trader,noted,in,astonishment,that,nobody,seemed,NN
noted,in,astonishment,that,nobody,seemed,to,IN
in,astonishment,that,nobody,seemed,to,mind,NN
astonishment,that,nobody,seemed,to,mind,the,VBD
that,nobody,seemed,to,mind,the,news,TO
nobody,seemed,to,mind,the,news,that,VB
seemed,to,mind,the,news,that,British,DT
to,mind,the,news,that,British,Airways,NN
mind,the,news,that,British,Airways,is,IN
the,news,that,British,Airways,is,nSQt,NNP
news,that,British,Airways,is,nSQt,making,NNP
that,British,Airways,is,nSQt,making,a,VBZ
British,Airways,is,nSQt,making,a,special,RB
Airways,is,nSQt,making,a,special,effort,VBG
is,nSQt,making,a,special,effort,to,DT
nSQt,making,a,special,effort,to,revive,JJ
making,a,special,effort,to,revive,the,NN
a,special,effort,to,revive,the,UAL,TO
special,effort,to,revive,the,UAL,buy-out,VB
effort,to,revive,the,UAL,buy-out,PERIOD,DT
to,revive,the,UAL,buy-out,PERIOD,_,NNP
revive,the,UAL,buy-out,PERIOD,_,_,NN
the,UAL,buy-out,PERIOD,_,_,_,PERIOD
_,_,_,The,quake,knocked,The,DT
_,_,The,quake,knocked,The,Well,NN
_,The,quake,knocked,The,Well,out,VBD
The,quake,knocked,The,Well,out,for,NNP
quake,knocked,The,Well,out,for,six,NNP
knocked,The,Well,out,for,six,hours,RP
The,Well,out,for,six,hours,COMMA,IN
Well,out,for,six,hours,COMMA,but,CD
out,for,six,hours,COMMA,but,when,NNS
for,six,hours,COMMA,but,when,it,COMMA
six,hours,COMMA,but,when,it,came,CC
hours,COMMA,but,when,it,came,back,WRB
COMMA,but,when,it,came,back,up,PRP
but,when,it,came,back,up,COMMA,VBD
when,it,came,back,up,COMMA,it,RB
it,came,back,up,COMMA,it,teemed,IN
came,back,up,COMMA,it,teemed,with,COMMA
back,up,COMMA,it,teemed,with,emotional,PRP
up,COMMA,it,teemed,with,emotional,first-hand,VBD
COMMA,it,teemed,with,emotional,first-hand,reports,IN
it,teemed,with,emotional,first-hand,reports,PERIOD,JJ
teemed,with,emotional,first-hand,reports,PERIOD,_,JJ
with,emotional,first-hand,reports,PERIOD,_,_,NNS
emotional,first-hand,reports,PERIOD,_,_,_,PERIOD
_,_,_,The,charge,on,loans,DT
_,_,The,charge,on,loans,to,NN
_,The,charge,on,loans,to,brokers,IN
The,charge,on,loans,to,brokers,on,NNS
charge,on,loans,to,brokers,on,stock,TO
on,loans,to,brokers,on,stock,exchange,NNS
loans,to,brokers,on,stock,exchange,collateral,IN
to,brokers,on,stock,exchange,collateral,PERIOD,NN
brokers,on,stock,exchange,collateral,PERIOD,_,NN
on,stock,exchange,collateral,PERIOD,_,_,NN
stock,exchange,collateral,PERIOD,_,_,_,PERIOD
_,_,_,He,bounced,exuberantly,on,PRP
_,_,He,bounced,exuberantly,on,the,VBD
_,He,bounced,exuberantly,on,the,sagging,RB
He,bounced,exuberantly,on,the,sagging,bed,IN
bounced,exuberantly,on,the,sagging,bed,and,DT
exuberantly,on,the,sagging,bed,and,was,VBG
on,the,sagging,bed,and,was,even,NN
the,sagging,bed,and,was,even,more,CC
sagging,bed,and,was,even,more,delighted,VBD
bed,and,was,even,more,delighted,when,RB
and,was,even,more,delighted,when,Madame,RBR
was,even,more,delighted,when,Madame,Lalaurie,JJ
even,more,delighted,when,Madame,Lalaurie,--,WRB
more,delighted,when,Madame,Lalaurie,--,after,NNP
delighted,when,Madame,Lalaurie,--,after,closing,NNP
when,Madame,Lalaurie,--,after,closing,the,COLON
Madame,Lalaurie,--,after,closing,the,door,IN
Lalaurie,--,after,closing,the,door,--,VBG
--,after,closing,the,door,--,showed,DT
after,closing,the,door,--,showed,the,NN
closing,the,door,--,showed,the,slave,COLON
the,door,--,showed,the,slave,that,VBD
door,--,showed,the,slave,that,the,DT
--,showed,the,slave,that,the,bed,NN
showed,the,slave,that,the,bed,was,IN
the,slave,that,the,bed,was,designed,DT
slave,that,the,bed,was,designed,for,NN
that,the,bed,was,designed,for,something,VBD
the,bed,was,designed,for,something,other,VBN
bed,was,designed,for,something,other,than,IN
was,designed,for,something,other,than,slumber,NN
designed,for,something,other,than,slumber,PERIOD,JJ
for,something,other,than,slumber,PERIOD,_,IN
something,other,than,slumber,PERIOD,_,_,NN
other,than,slumber,PERIOD,_,_,_,PERIOD
_,_,_,The,budget,impact,will,DT
_,_,The,budget,impact,will,be,NN
_,The,budget,impact,will,be,greater,NN
The,budget,impact,will,be,greater,still,MD
budget,impact,will,be,greater,still,in,VB
impact,will,be,greater,still,in,fiscal,JJR
will,be,greater,still,in,fiscal,1991,RB
be,greater,still,in,fiscal,1991,COMMA,IN
greater,still,in,fiscal,1991,COMMA,and,JJ
still,in,fiscal,1991,COMMA,and,the,CD
in,fiscal,1991,COMMA,and,the,issue,COMMA
fiscal,1991,COMMA,and,the,issue,forced,CC
1991,COMMA,and,the,issue,forced,a,DT
COMMA,and,the,issue,forced,a,confrontation,NN
and,the,issue,forced,a,confrontation,between,VBD
the,issue,forced,a,confrontation,between,the,DT
issue,forced,a,confrontation,between,the,Appropriations,NN
forced,a,confrontation,between,the,Appropriations,Committee,IN
a,confrontation,between,the,Appropriations,Committee,leadership,DT
confrontation,between,the,Appropriations,Committee,leadership,and,NNP
between,the,Appropriations,Committee,leadership,and,Budget,NNP
the,Appropriations,Committee,leadership,and,Budget,Committee,NN
Appropriations,Committee,leadership,and,Budget,Committee,Chairman,CC
Committee,leadership,and,Budget,Committee,Chairman,Leon,NNP
leadership,and,Budget,Committee,Chairman,Leon,Panetta,NNP
and,Budget,Committee,Chairman,Leon,Panetta,COMMA,NNP
Budget,Committee,Chairman,Leon,Panetta,COMMA,whose,NNP
Committee,Chairman,Leon,Panetta,COMMA,whose,California,NNP
Chairman,Leon,Panetta,COMMA,whose,California,district,COMMA
Leon,Panetta,COMMA,whose,California,district,was,WPSTR
Panetta,COMMA,whose,California,district,was,at,NNP
COMMA,whose,California,district,was,at,the,NN
whose,California,district,was,at,the,center,VBD
California,district,was,at,the,center,of,IN
district,was,at,the,center,of,the,DT
was,at,the,center,of,the,earthquake,NN
at,the,center,of,the,earthquake,last,IN
the,center,of,the,earthquake,last,week,DT
center,of,the,earthquake,last,week,PERIOD,NN
of,the,earthquake,last,week,PERIOD,_,JJ
the,earthquake,last,week,PERIOD,_,_,NN
earthquake,last,week,PERIOD,_,_,_,PERIOD
_,_,_,MERRILL,LYNCH,READY,ASSETS,NNP
_,_,MERRILL,LYNCH,READY,ASSETS,TRUST,NNP
_,MERRILL,LYNCH,READY,ASSETS,TRUST,COLON,NNP
MERRILL,LYNCH,READY,ASSETS,TRUST,COLON,8PERIOD63,NNPS
LYNCH,READY,ASSETS,TRUST,COLON,8PERIOD63,PERCENT,NNP
READY,ASSETS,TRUST,COLON,8PERIOD63,PERCENT,PERIOD,COLON
ASSETS,TRUST,COLON,8PERIOD63,PERCENT,PERIOD,_,CD
TRUST,COLON,8PERIOD63,PERCENT,PERIOD,_,_,NN
COLON,8PERIOD63,PERCENT,PERIOD,_,_,_,PERIOD
_,_,_,The,corporation,has,a,DT
_,_,The,corporation,has,a,limited,NN
_,The,corporation,has,a,limited,COMMA,VBZ
The,corporation,has,a,limited,COMMA,specific,DT
corporation,has,a,limited,COMMA,specific,place,VBN
has,a,limited,COMMA,specific,place,in,COMMA
a,limited,COMMA,specific,place,in,our,JJ
limited,COMMA,specific,place,in,our,society,NN
COMMA,specific,place,in,our,society,PERIOD,IN
specific,place,in,our,society,PERIOD,_,PRPSTR
place,in,our,society,PERIOD,_,_,NN
in,our,society,PERIOD,_,_,_,PERIOD
_,_,_,The,year-earlier,results,have,DT
_,_,The,year-earlier,results,have,been,JJ
_,The,year-earlier,results,have,been,restated,NNS
The,year-earlier,results,have,been,restated,to,VBP
year-earlier,results,have,been,restated,to,reflect,VBN
results,have,been,restated,to,reflect,an,VBN
have,been,restated,to,reflect,an,accounting,TO
been,restated,to,reflect,an,accounting,change,VB
restated,to,reflect,an,accounting,change,PERIOD,DT
to,reflect,an,accounting,change,PERIOD,_,NN
reflect,an,accounting,change,PERIOD,_,_,NN
an,accounting,change,PERIOD,_,_,_,PERIOD
_,_,_,Having,opened,the,windows,VBG
_,_,Having,opened,the,windows,onto,VBD
_,Having,opened,the,windows,onto,the,DT
Having,opened,the,windows,onto,the,terrace,NNS
opened,the,windows,onto,the,terrace,COMMA,IN
the,windows,onto,the,terrace,COMMA,lit,DT
windows,onto,the,terrace,COMMA,lit,the,NN
onto,the,terrace,COMMA,lit,the,fire,COMMA
the,terrace,COMMA,lit,the,fire,COMMA,VBD
terrace,COMMA,lit,the,fire,COMMA,translated,DT
COMMA,lit,the,fire,COMMA,translated,the,NN
lit,the,fire,COMMA,translated,the,motto,COMMA
the,fire,COMMA,translated,the,motto,COMMA,VBD
fire,COMMA,translated,the,motto,COMMA,Meredith,DT
COMMA,translated,the,motto,COMMA,Meredith,grinned,NN
translated,the,motto,COMMA,Meredith,grinned,and,COMMA
the,motto,COMMA,Meredith,grinned,and,took,NNP
motto,COMMA,Meredith,grinned,and,took,down,VBD
COMMA,Meredith,grinned,and,took,down,a,CC
Meredith,grinned,and,took,down,a,little,VBD
grinned,and,took,down,a,little,triplet,IN
and,took,down,a,little,triplet,of,DT
took,down,a,little,triplet,of,books,JJ
down,a,little,triplet,of,books,bound,NN
a,little,triplet,of,books,bound,together,IN
little,triplet,of,books,bound,together,in,NNS
triplet,of,books,bound,together,in,old,VBN
of,books,bound,together,in,old,calfskin,RB
books,bound,together,in,old,calfskin,PERIOD,IN
bound,together,in,old,calfskin,PERIOD,_,JJ
together,in,old,calfskin,PERIOD,_,_,NN
in,old,calfskin,PERIOD,_,_,_,PERIOD
_,_,_,It,is,a,quiet,PRP
_,_,It,is,a,quiet,but,VBZ
_,It,is,a,quiet,but,impressive,DT
It,is,a,quiet,but,impressive,room,JJ
is,a,quiet,but,impressive,room,--,CC
a,quiet,but,impressive,room,--,140,JJ
quiet,but,impressive,room,--,140,feet,NN
but,impressive,room,--,140,feet,long,COLON
impressive,room,--,140,feet,long,COMMA,CD
room,--,140,feet,long,COMMA,thirty-nine,NNS
--,140,feet,long,COMMA,thirty-nine,feet,JJ
140,feet,long,COMMA,thirty-nine,feet,wide,COMMA
feet,long,COMMA,thirty-nine,feet,wide,COMMA,CD
long,COMMA,thirty-nine,feet,wide,COMMA,twenty-one,NNS
COMMA,thirty-nine,feet,wide,COMMA,twenty-one,feet,JJ
thirty-nine,feet,wide,COMMA,twenty-one,feet,high,COMMA
feet,wide,COMMA,twenty-one,feet,high,PERIOD,CD
wide,COMMA,twenty-one,feet,high,PERIOD,_,NNS
COMMA,twenty-one,feet,high,PERIOD,_,_,JJ
twenty-one,feet,high,PERIOD,_,_,_,PERIOD
_,_,_,DBQ,In,some,industries,DBQ
_,_,DBQ,In,some,industries,COMMA,IN
_,DBQ,In,some,industries,COMMA,like,DT
DBQ,In,some,industries,COMMA,like,pharmaceuticals,NNS
In,some,industries,COMMA,like,pharmaceuticals,COMMA,COMMA
some,industries,COMMA,like,pharmaceuticals,COMMA,acquisitions,IN
industries,COMMA,like,pharmaceuticals,COMMA,acquisitions,make,NNS
COMMA,like,pharmaceuticals,COMMA,acquisitions,make,sense,COMMA
like,pharmaceuticals,COMMA,acquisitions,make,sense,PERIOD,NNS
pharmaceuticals,COMMA,acquisitions,make,sense,PERIOD,DQ,VBP
COMMA,acquisitions,make,sense,PERIOD,DQ,_,NN
acquisitions,make,sense,PERIOD,DQ,_,_,PERIOD
make,sense,PERIOD,DQ,_,_,_,DQ
_,_,_,When,Chancellor,Helmut,Kohl,WRB
_,_,When,Chancellor,Helmut,Kohl,travels,NNP
_,When,Chancellor,Helmut,Kohl,travels,to,NNP
When,Chancellor,Helmut,Kohl,travels,to,Poland,NNP
Chancellor,Helmut,Kohl,travels,to,Poland,NovPERIOD,VBZ
Helmut,Kohl,travels,to,Poland,NovPERIOD,9,TO
Kohl,travels,to,Poland,NovPERIOD,9,COMMA,NNP
travels,to,Poland,NovPERIOD,9,COMMA,he,NNP
to,Poland,NovPERIOD,9,COMMA,he,is,CD
Poland,NovPERIOD,9,COMMA,he,is,expected,COMMA
NovPERIOD,9,COMMA,he,is,expected,to,PRP
9,COMMA,he,is,expected,to,take,VBZ
COMMA,he,is,expected,to,take,with,VBN
he,is,expected,to,take,with,him,TO
is,expected,to,take,with,him,a,VB
expected,to,take,with,him,a,promise,IN
to,take,with,him,a,promise,of,PRP
take,with,him,a,promise,of,three,DT
with,him,a,promise,of,three,billion,NN
him,a,promise,of,three,billion,West,IN
a,promise,of,three,billion,West,German,CD
promise,of,three,billion,West,German,marks,CD
of,three,billion,West,German,marks,(,NNP
three,billion,West,German,marks,(,STR,NNP
billion,West,German,marks,(,STR,1PERIOD6,NNS
West,German,marks,(,STR,1PERIOD6,billion,(
German,marks,(,STR,1PERIOD6,billion,),STR
marks,(,STR,1PERIOD6,billion,),in,CD
(,STR,1PERIOD6,billion,),in,new,CD
STR,1PERIOD6,billion,),in,new,credit,)
1PERIOD6,billion,),in,new,credit,guarantees,IN
billion,),in,new,credit,guarantees,for,JJ
),in,new,credit,guarantees,for,industrial,NN
in,new,credit,guarantees,for,industrial,projects,NNS
new,credit,guarantees,for,industrial,projects,PERIOD,IN
credit,guarantees,for,industrial,projects,PERIOD,_,JJ
guarantees,for,industrial,projects,PERIOD,_,_,NNS
for,industrial,projects,PERIOD,_,_,_,PERIOD
_,_,_,The,firms,are,nSQt,DT
_,_,The,firms,are,nSQt,required,NNS
_,The,firms,are,nSQt,required,to,VBP
The,firms,are,nSQt,required,to,refer,RB
firms,are,nSQt,required,to,refer,work,VBN
are,nSQt,required,to,refer,work,exclusively,TO
nSQt,required,to,refer,work,exclusively,to,VB
required,to,refer,work,exclusively,to,each,NN
to,refer,work,exclusively,to,each,other,RB
refer,work,exclusively,to,each,other,and,TO
work,exclusively,to,each,other,and,remain,DT
exclusively,to,each,other,and,remain,separate,JJ
to,each,other,and,remain,separate,organizations,CC
each,other,and,remain,separate,organizations,PERIOD,VB
other,and,remain,separate,organizations,PERIOD,_,JJ
and,remain,separate,organizations,PERIOD,_,_,NNS
remain,separate,organizations,PERIOD,_,_,_,PERIOD
_,_,_,But,we,like,to,CC
_,_,But,we,like,to,call,PRP
_,But,we,like,to,call,it,VBP
But,we,like,to,call,it,`,TO
we,like,to,call,it,`,controlled,VB
like,to,call,it,`,controlled,chaos,PRP
to,call,it,`,controlled,chaos,COMMA,DBQ
call,it,`,controlled,chaos,COMMA,SQ,JJ
it,`,controlled,chaos,COMMA,SQ,DQ,NN
`,controlled,chaos,COMMA,SQ,DQ,said,COMMA
controlled,chaos,COMMA,SQ,DQ,said,47-year-old,DQ
chaos,COMMA,SQ,DQ,said,47-year-old,Robert,DQ
COMMA,SQ,DQ,said,47-year-old,Robert,JPERIOD,VBD
SQ,DQ,said,47-year-old,Robert,JPERIOD,Jacobson,JJ
DQ,said,47-year-old,Robert,JPERIOD,Jacobson,JrPERIOD,NNP
said,47-year-old,Robert,JPERIOD,Jacobson,JrPERIOD,COMMA,NNP
47-year-old,Robert,JPERIOD,Jacobson,JrPERIOD,COMMA,grandson,NNP
Robert,JPERIOD,Jacobson,JrPERIOD,COMMA,grandson,of,NNP
JPERIOD,Jacobson,JrPERIOD,COMMA,grandson,of,the,COMMA
Jacobson,JrPERIOD,COMMA,grandson,of,the,firm,NN
